location,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean
Berlin,2009-07-02 00:00:00+00:00,25.939,17.289,22.041082
Berlin,2009-07-03 00:00:00+00:00,26.838999,17.239,22.70358
Berlin,2009-07-04 00:00:00+00:00,26.939,17.739,22.1765
Berlin,2009-07-05 00:00:00+00:00,22.539,17.189,20.14942
Berlin,2009-07-06 00:00:00+00:00,24.639,15.839,20.143167
Berlin,2009-07-07 00:00:00+00:00,23.389,15.839,19.122334
Berlin,2009-07-08 00:00:00+00:00,19.989,15.139,17.366083
Berlin,2009-07-09 00:00:00+00:00,19.088999,14.039,16.48483
Berlin,2009-07-10 00:00:00+00:00,18.889,12.639,14.816085
Berlin,2009-07-11 00:00:00+00:00,18.889,12.139,15.055667
Berlin,2009-07-12 00:00:00+00:00,21.389,10.389,16.505667
Berlin,2009-07-13 00:00:00+00:00,23.739,15.488999,19.522333
Berlin,2009-07-14 00:00:00+00:00,24.989,14.789,20.516085
Berlin,2009-07-15 00:00:00+00:00,26.789,16.789,22.236916
Berlin,2009-07-16 00:00:00+00:00,26.239,17.088999,22.001501
Berlin,2009-07-17 00:00:00+00:00,28.838999,15.589,22.418165
Berlin,2009-07-18 00:00:00+00:00,19.588999,16.039,17.689
Berlin,2009-07-19 00:00:00+00:00,21.189,14.938999,17.286917
Berlin,2009-07-20 00:00:00+00:00,21.439,13.389,17.241083
Berlin,2009-07-21 00:00:00+00:00,22.889,12.889,18.657751
Berlin,2009-07-22 00:00:00+00:00,27.039,17.239,21.582748
Berlin,2009-07-23 00:00:00+00:00,29.189,18.389,22.69525
Berlin,2009-07-24 00:00:00+00:00,21.789,14.389,18.5515
Berlin,2009-07-25 00:00:00+00:00,19.039,13.688999,16.253584
Berlin,2009-07-26 00:00:00+00:00,20.289,13.339,16.743166
Berlin,2009-07-27 00:00:00+00:00,25.889,13.688999,20.307753
Berlin,2009-07-28 00:00:00+00:00,21.889,17.639,19.595253
Berlin,2009-07-29 00:00:00+00:00,24.789,13.289,20.414
Berlin,2009-07-30 00:00:00+00:00,23.939,14.738999,19.993168
Berlin,2009-07-31 00:00:00+00:00,21.338999,13.089,17.591085
Berlin,2009-08-01 00:00:00+00:00,25.239,10.839,19.234833
Berlin,2009-08-02 00:00:00+00:00,30.039,15.789,23.036913
Berlin,2009-08-03 00:00:00+00:00,20.588999,14.938999,18.059835
Berlin,2009-08-04 00:00:00+00:00,23.289,13.488999,18.639002
Berlin,2009-08-05 00:00:00+00:00,24.539,14.039,19.509832
Berlin,2009-08-06 00:00:00+00:00,24.588999,14.188999,20.074415
Berlin,2009-08-07 00:00:00+00:00,26.739,16.189,22.0515
Berlin,2009-08-08 00:00:00+00:00,27.389,16.539,22.382751
Berlin,2009-08-09 00:00:00+00:00,25.739,15.289,20.974417
Berlin,2009-08-10 00:00:00+00:00,26.989,15.389,21.153585
Berlin,2009-08-11 00:00:00+00:00,22.289,17.389,19.597334
Berlin,2009-08-12 00:00:00+00:00,21.838999,15.589,18.397333
Berlin,2009-08-13 00:00:00+00:00,21.739,14.539,18.318169
Berlin,2009-08-14 00:00:00+00:00,19.889,13.238999,16.643167
Berlin,2009-08-15 00:00:00+00:00,26.539,13.289,20.266085
Berlin,2009-08-16 00:00:00+00:00,29.889,15.389,23.061918
Berlin,2009-08-17 00:00:00+00:00,26.539,17.189,21.880669
Berlin,2009-08-18 00:00:00+00:00,22.789,15.639,19.236916
Berlin,2009-08-19 00:00:00+00:00,26.439,14.238999,20.970251
Berlin,2009-08-20 00:00:00+00:00,30.939,16.939,24.201498
Berlin,2009-08-21 00:00:00+00:00,22.289,16.588999,20.418169
Berlin,2009-08-22 00:00:00+00:00,22.189,14.389,18.164001
Berlin,2009-08-23 00:00:00+00:00,23.539,11.988999,18.411917
Berlin,2009-08-24 00:00:00+00:00,24.939,13.988999,19.84525
Berlin,2009-08-25 00:00:00+00:00,29.588999,15.839,22.574415
Berlin,2009-08-26 00:00:00+00:00,25.689,18.539,21.709831
Berlin,2009-08-27 00:00:00+00:00,27.789,18.039,23.224417
Berlin,2009-08-28 00:00:00+00:00,27.838999,18.889,23.174416
Berlin,2009-08-29 00:00:00+00:00,20.289,14.389,17.482752
Berlin,2009-08-30 00:00:00+00:00,18.588999,12.089,15.603584
Berlin,2009-08-31 00:00:00+00:00,24.689,10.238999,18.149416
Berlin,2010-06-01 00:00:00+00:00,12.289,8.639,10.384832
Berlin,2010-06-02 00:00:00+00:00,14.988999,9.789,12.238999
Berlin,2010-06-03 00:00:00+00:00,20.838999,10.988999,15.826501
Berlin,2010-06-04 00:00:00+00:00,20.889,8.988999,15.303584
Berlin,2010-06-05 00:00:00+00:00,23.389,11.438999,18.284838
Berlin,2010-06-06 00:00:00+00:00,25.739,14.188999,20.45775
Berlin,2010-06-07 00:00:00+00:00,21.789,14.738999,18.543169
Berlin,2010-06-08 00:00:00+00:00,23.039,11.688999,18.2765
Berlin,2010-06-09 00:00:00+00:00,27.489,15.389,21.984835
Berlin,2010-06-10 00:00:00+00:00,28.489,18.039,23.503586
Berlin,2010-06-11 00:00:00+00:00,27.039,18.389,23.009834
Berlin,2010-06-12 00:00:00+00:00,18.389,12.738999,16.434835
Berlin,2010-06-13 00:00:00+00:00,16.639,10.639,14.0702505
Berlin,2010-06-14 00:00:00+00:00,17.889,11.289,15.311916
Berlin,2010-06-15 00:00:00+00:00,18.539,10.139,15.018167
Berlin,2010-06-16 00:00:00+00:00,20.189,7.239,14.928582
Berlin,2010-06-17 00:00:00+00:00,21.989,9.589,16.872335
Berlin,2010-06-18 00:00:00+00:00,22.539,10.289,16.732752
Berlin,2010-06-19 00:00:00+00:00,16.439,10.639,13.328584
Berlin,2010-06-20 00:00:00+00:00,16.939,8.289,13.216083
Berlin,2010-06-21 00:00:00+00:00,17.939,9.238999,14.063999
Berlin,2010-06-22 00:00:00+00:00,20.189,8.988999,15.6265
Berlin,2010-06-23 00:00:00+00:00,20.088999,11.438999,16.634832
Berlin,2010-06-24 00:00:00+00:00,23.889,11.188999,18.922333
Berlin,2010-06-25 00:00:00+00:00,23.989,14.789,19.972336
Berlin,2010-06-26 00:00:00+00:00,22.439,14.488999,18.849417
Berlin,2010-06-27 00:00:00+00:00,23.889,11.039,18.376501
Berlin,2010-06-28 00:00:00+00:00,27.189,12.339,21.253584
Berlin,2010-06-29 00:00:00+00:00,29.739,15.139,23.595251
Berlin,2010-06-30 00:00:00+00:00,26.139,17.889,22.234835
Berlin,2010-07-01 00:00:00+00:00,25.489,16.189,21.507751
Berlin,2010-07-02 00:00:00+00:00,30.639,16.539,24.64942
Berlin,2010-07-03 00:00:00+00:00,31.338999,18.338999,26.053581
Berlin,2010-07-04 00:00:00+00:00,31.588999,19.389,25.705667
Berlin,2010-07-05 00:00:00+00:00,27.239,19.838999,23.720251
Berlin,2010-07-06 00:00:00+00:00,21.939,16.239,19.191084
Berlin,2010-07-07 00:00:00+00:00,22.789,14.039,18.405666
Berlin,2010-07-08 00:00:00+00:00,28.139,12.889,21.878586
Berlin,2010-07-09 00:00:00+00:00,31.939,16.739,25.651499
Berlin,2010-07-10 00:00:00+00:00,35.239002,19.989,28.62442
Berlin,2010-07-11 00:00:00+00:00,35.989002,23.689,30.31608
Berlin,2010-07-12 00:00:00+00:00,36.089,21.939,29.741083
Berlin,2010-07-13 00:00:00+00:00,27.739,20.139,24.511917
Berlin,2010-07-14 00:00:00+00:00,31.389,18.088999,25.957748
Berlin,2010-07-15 00:00:00+00:00,28.989,23.039,25.953583
Berlin,2010-07-16 00:00:00+00:00,32.739002,19.088999,26.872335
Berlin,2010-07-17 00:00:00+00:00,29.439,20.289,24.280664
Berlin,2010-07-18 00:00:00+00:00,23.588999,16.889,19.741085
Berlin,2010-07-19 00:00:00+00:00,24.739,15.589,20.666086
Berlin,2010-07-20 00:00:00+00:00,27.489,13.889,21.997332
Berlin,2010-07-21 00:00:00+00:00,31.439,18.889,25.634834
Berlin,2010-07-22 00:00:00+00:00,30.389,19.789,25.641083
Berlin,2010-07-23 00:00:00+00:00,23.289,16.189,19.443165
Berlin,2010-07-24 00:00:00+00:00,19.838999,16.889,18.282751
Berlin,2010-07-25 00:00:00+00:00,20.389,15.039,17.634834
Berlin,2010-07-26 00:00:00+00:00,22.489,12.889,18.161919
Berlin,2010-07-27 00:00:00+00:00,24.088999,13.188999,19.82025
Berlin,2010-07-28 00:00:00+00:00,23.588999,14.988999,19.28692
Berlin,2010-07-29 00:00:00+00:00,21.889,13.339,18.170252
Berlin,2010-07-30 00:00:00+00:00,22.439,13.438999,18.424417
Berlin,2010-07-31 00:00:00+00:00,24.789,13.339,20.2265
Berlin,2010-08-01 00:00:00+00:00,27.989,15.339,22.670252
Berlin,2010-08-02 00:00:00+00:00,25.789,17.939,21.530668
Berlin,2010-08-03 00:00:00+00:00,20.239,15.188999,17.730669
Berlin,2010-08-04 00:00:00+00:00,22.789,12.889,18.386917
Berlin,2010-08-05 00:00:00+00:00,25.039,15.139,20.378584
Berlin,2010-08-06 00:00:00+00:00,25.139,14.738999,19.949417
Berlin,2010-08-07 00:00:00+00:00,24.489,17.338999,20.393167
Berlin,2010-08-08 00:00:00+00:00,23.989,16.039,19.984835
Berlin,2010-08-09 00:00:00+00:00,23.689,15.089,19.774416
Berlin,2010-08-10 00:00:00+00:00,24.588999,15.089,20.4515
Berlin,2010-08-11 00:00:00+00:00,23.838999,15.938999,20.174417
Berlin,2010-08-12 00:00:00+00:00,25.939,14.988999,19.961916
Berlin,2010-08-13 00:00:00+00:00,23.289,15.839,19.434834
Berlin,2010-08-14 00:00:00+00:00,18.889,16.439,17.595253
Berlin,2010-08-15 00:00:00+00:00,25.489,16.639,19.397335
Berlin,2010-08-16 00:00:00+00:00,22.588999,15.889,18.818167
Berlin,2010-08-17 00:00:00+00:00,19.939,14.488999,16.932753
Berlin,2010-08-18 00:00:00+00:00,21.239,14.139,17.080667
Berlin,2010-08-19 00:00:00+00:00,20.439,14.139,17.0515
Berlin,2010-08-20 00:00:00+00:00,23.889,12.389,18.461916
Berlin,2010-08-21 00:00:00+00:00,27.939,13.789,21.67233
Berlin,2010-08-22 00:00:00+00:00,27.539,16.989,22.647333
Berlin,2010-08-23 00:00:00+00:00,25.039,17.889,21.026503
Berlin,2010-08-24 00:00:00+00:00,22.088999,16.689,19.405666
Berlin,2010-08-25 00:00:00+00:00,19.539,15.238999,17.24525
Berlin,2010-08-26 00:00:00+00:00,16.289,14.389,15.382749
Berlin,2010-08-27 00:00:00+00:00,17.939,13.889,15.882749
Berlin,2010-08-28 00:00:00+00:00,17.088999,12.139,14.503583
Berlin,2010-08-29 00:00:00+00:00,16.539,10.938999,13.334834
Berlin,2010-08-30 00:00:00+00:00,14.839,11.089,12.549416
Berlin,2010-08-31 00:00:00+00:00,17.689,10.988999,14.011918
Location2,1981-06-01 00:00:00+00:00,26.6965,14.9465,21.261084
Location2,1981-06-02 00:00:00+00:00,27.9965,15.6965,22.706917
Location2,1981-06-03 00:00:00+00:00,28.5465,18.0965,23.16108
Location2,1981-06-04 00:00:00+00:00,20.6965,14.8965,18.013166
Location2,1981-06-05 00:00:00+00:00,21.1965,13.9465,17.413168
Location2,1981-06-06 00:00:00+00:00,22.2965,13.4465,18.284002
Location2,1981-06-07 00:00:00+00:00,22.8465,14.7965,18.623583
Location2,1981-06-08 00:00:00+00:00,23.1465,14.6965,18.929834
Location2,1981-06-09 00:00:00+00:00,24.8965,17.2465,20.26108
Location2,1981-06-10 00:00:00+00:00,20.4465,14.4465,17.917334
Location2,1981-06-11 00:00:00+00:00,21.6965,11.6465,17.125666
Location2,1981-06-12 00:00:00+00:00,20.6965,10.8965,17.098581
Location2,1981-06-13 00:00:00+00:00,15.1465,9.1965,12.24025
Location2,1981-06-14 00:00:00+00:00,19.9465,12.7465,15.998581
Location2,1981-06-15 00:00:00+00:00,21.0465,13.9465,16.844418
Location2,1981-06-16 00:00:00+00:00,16.9965,10.5465,14.367333
Location2,1981-06-17 00:00:00+00:00,16.0965,9.7965,12.308999
Location2,1981-06-18 00:00:00+00:00,15.5965,9.7465,11.933999
Location2,1981-06-19 00:00:00+00:00,14.4465,9.8965,11.5215
Location2,1981-06-20 00:00:00+00:00,14.4465,9.6465,11.875667
Location2,1981-06-21 00:00:00+00:00,15.4965,8.9965,12.156917
Location2,1981-06-22 00:00:00+00:00,19.0965,8.1965,14.038167
Location2,1981-06-23 00:00:00+00:00,20.6465,11.2465,16.000666
Location2,1981-06-24 00:00:00+00:00,16.5465,12.3465,14.288165
Location2,1981-06-25 00:00:00+00:00,14.7465,12.5965,13.667335
Location2,1981-06-26 00:00:00+00:00,21.7965,10.3965,17.079832
Location2,1981-06-27 00:00:00+00:00,23.8465,14.0465,19.379831
Location2,1981-06-28 00:00:00+00:00,26.5965,14.3965,21.944418
Location2,1981-06-29 00:00:00+00:00,23.3965,11.4965,19.004833
Location2,1981-06-30 00:00:00+00:00,15.8965,9.7465,12.498582
Location2,1981-07-01 00:00:00+00:00,18.8465,11.8965,15.267331
Location2,1981-07-02 00:00:00+00:00,21.8465,12.1965,17.611082
Location2,1981-07-03 00:00:00+00:00,23.2965,15.5465,18.975668
Location2,1981-07-04 00:00:00+00:00,19.4465,12.5465,16.036085
Location2,1981-07-05 00:00:00+00:00,21.0465,12.6465,17.3465
Location2,1981-07-06 00:00:00+00:00,23.7465,14.6465,19.352747
Location2,1981-07-07 00:00:00+00:00,24.8465,15.4465,20.290249
Location2,1981-07-08 00:00:00+00:00,25.3965,15.9965,21.313162
Location2,1981-07-09 00:00:00+00:00,26.2965,16.9465,21.92775
Location2,1981-07-10 00:00:00+00:00,26.8465,17.4465,22.592333
Location2,1981-07-11 00:00:00+00:00,27.5965,18.3465,23.542334
Location2,1981-07-12 00:00:00+00:00,24.0965,17.2465,20.581917
Location2,1981-07-13 00:00:00+00:00,20.7965,15.3465,18.000666
Location2,1981-07-14 00:00:00+00:00,20.6965,14.6965,17.773584
Location2,1981-07-15 00:00:00+00:00,18.7465,13.8965,16.190248
Location2,1981-07-16 00:00:00+00:00,20.2465,13.5465,17.223585
Location2,1981-07-17 00:00:00+00:00,20.9965,14.6965,17.944416
Location2,1981-07-18 00:00:00+00:00,15.0965,12.5965,13.817333
Location2,1981-07-19 00:00:00+00:00,17.2965,11.9965,14.252748
Location2,1981-07-20 00:00:00+00:00,16.3465,11.9465,13.959
Location2,1981-07-21 00:00:00+00:00,18.0965,12.4965,15.181916
Location2,1981-07-22 00:00:00+00:00,20.9965,13.9965,17.2215
Location2,1981-07-23 00:00:00+00:00,25.7965,14.0465,19.721502
Location2,1981-07-24 00:00:00+00:00,21.3465,14.4465,18.092333
Location2,1981-07-25 00:00:00+00:00,19.2465,13.1965,15.873582
Location2,1981-07-26 00:00:00+00:00,15.6965,11.9965,13.559001
Location2,1981-07-27 00:00:00+00:00,15.1465,12.1965,13.483998
Location2,1981-07-28 00:00:00+00:00,18.5465,12.3965,15.256915
Location2,1981-07-29 00:00:00+00:00,19.8465,13.2465,16.727749
Location2,1981-07-30 00:00:00+00:00,17.1965,13.2465,15.467332
Location2,1981-07-31 00:00:00+00:00,19.9465,11.6465,15.4819145
Location2,1981-08-01 00:00:00+00:00,25.1465,13.2465,18.87775
Location2,1981-08-02 00:00:00+00:00,20.6465,14.5965,17.421497
Location2,1981-08-03 00:00:00+00:00,21.5465,14.0965,17.346498
Location2,1981-08-04 00:00:00+00:00,23.9465,14.3465,19.2965
Location2,1981-08-05 00:00:00+00:00,25.7965,14.8965,20.592333
Location2,1981-08-06 00:00:00+00:00,27.1965,15.7465,21.750666
Location2,1981-08-07 00:00:00+00:00,29.5465,17.2465,23.61733
Location2,1981-08-08 00:00:00+00:00,25.3965,19.0465,21.744417
Location2,1981-08-09 00:00:00+00:00,23.9965,17.6965,20.242332
Location2,1981-08-10 00:00:00+00:00,18.4965,15.8965,17.181913
Location2,1981-08-11 00:00:00+00:00,21.3965,16.4965,18.208998
Location2,1981-08-12 00:00:00+00:00,22.2465,13.6465,18.092333
Location2,1981-08-13 00:00:00+00:00,23.1465,14.8465,19.267332
Location2,1981-08-14 00:00:00+00:00,24.8465,15.4465,20.723585
Location2,1981-08-15 00:00:00+00:00,24.7465,17.1965,21.07775
Location2,1981-08-16 00:00:00+00:00,21.8465,13.7465,18.89025
Location2,1981-08-17 00:00:00+00:00,17.2465,11.4965,14.225669
Location2,1981-08-18 00:00:00+00:00,18.7465,10.6465,14.711082
Location2,1981-08-19 00:00:00+00:00,19.5965,12.7965,15.592334
Location2,1981-08-20 00:00:00+00:00,15.7465,13.1965,14.150668
Location2,1981-08-21 00:00:00+00:00,17.1465,11.8465,13.82775
Location2,1981-08-22 00:00:00+00:00,17.7965,11.1965,13.861083
Location2,1981-08-23 00:00:00+00:00,15.3965,10.5965,12.700665
Location2,1981-08-24 00:00:00+00:00,18.5965,11.7465,14.398582
Location2,1981-08-25 00:00:00+00:00,14.9465,11.3965,13.300666
Location2,1981-08-26 00:00:00+00:00,19.4965,13.3465,15.971501
Location2,1981-08-27 00:00:00+00:00,17.1465,12.2965,14.44025
Location2,1981-08-28 00:00:00+00:00,16.8965,10.1465,13.463164
Location2,1981-08-29 00:00:00+00:00,16.5465,9.9465,13.373584
Location2,1981-08-30 00:00:00+00:00,16.7465,9.9965,13.640248
Location2,1981-08-31 00:00:00+00:00,17.4465,10.8465,14.209
Location2,1982-06-01 00:00:00+00:00,27.9465,13.4965,21.279833
Location2,1982-06-02 00:00:00+00:00,29.5465,14.1465,23.096498
Location2,1982-06-03 00:00:00+00:00,29.7965,17.2465,24.098581
Location2,1982-06-04 00:00:00+00:00,30.7965,18.4965,24.913164
Location2,1982-06-05 00:00:00+00:00,31.2965,18.2465,25.286081
Location2,1982-06-06 00:00:00+00:00,28.1965,18.0465,22.729834
Location2,1982-06-07 00:00:00+00:00,21.1465,13.4465,18.4215
Location2,1982-06-08 00:00:00+00:00,23.9965,10.6965,18.39025
Location2,1982-06-09 00:00:00+00:00,21.1965,14.6965,17.500666
Location2,1982-06-10 00:00:00+00:00,17.9965,12.9465,15.706918
Location2,1982-06-11 00:00:00+00:00,24.1965,10.8465,16.988165
Location2,1982-06-12 00:00:00+00:00,21.5965,13.1965,17.129835
Location2,1982-06-13 00:00:00+00:00,17.7965,11.3465,14.121502
Location2,1982-06-14 00:00:00+00:00,15.2465,9.8465,12.279834
Location2,1982-06-15 00:00:00+00:00,15.2465,8.9465,11.861084
Location2,1982-06-16 00:00:00+00:00,13.7465,8.9965,11.219417
Location2,1982-06-17 00:00:00+00:00,16.3465,7.9965,12.371501
Location2,1982-06-18 00:00:00+00:00,19.1965,9.4465,14.756915
Location2,1982-06-19 00:00:00+00:00,19.2465,12.6965,15.217334
Location2,1982-06-20 00:00:00+00:00,19.0965,12.0965,15.244415
Location2,1982-06-21 00:00:00+00:00,18.5465,11.4465,15.267331
Location2,1982-06-22 00:00:00+00:00,21.0965,10.5965,16.492334
Location2,1982-06-23 00:00:00+00:00,23.1965,14.0965,18.7465
Location2,1982-06-24 00:00:00+00:00,20.0465,14.3465,16.64025
Location2,1982-06-25 00:00:00+00:00,20.5965,13.1965,17.225668
Location2,1982-06-26 00:00:00+00:00,22.3465,15.0465,18.636084
Location2,1982-06-27 00:00:00+00:00,20.8465,13.8965,16.817335
Location2,1982-06-28 00:00:00+00:00,19.7965,12.5465,16.194418
Location2,1982-06-29 00:00:00+00:00,19.6465,12.9465,15.994416
Location2,1982-06-30 00:00:00+00:00,18.7965,12.1465,14.967332
Location2,1982-07-01 00:00:00+00:00,18.9965,11.5965,15.348584
Location2,1982-07-02 00:00:00+00:00,21.6965,12.6465,17.579832
Location2,1982-07-03 00:00:00+00:00,28.5465,15.3965,21.317335
Location2,1982-07-04 00:00:00+00:00,19.0465,13.2965,16.390251
Location2,1982-07-05 00:00:00+00:00,18.3965,12.2965,15.450668
Location2,1982-07-06 00:00:00+00:00,19.5965,11.7965,15.406915
Location2,1982-07-07 00:00:00+00:00,19.3465,12.6965,15.915252
Location2,1982-07-08 00:00:00+00:00,21.7965,12.1965,17.369415
Location2,1982-07-09 00:00:00+00:00,23.3465,11.8465,18.515251
Location2,1982-07-10 00:00:00+00:00,25.6965,13.9965,20.523582
Location2,1982-07-11 00:00:00+00:00,26.6465,15.0965,21.531914
Location2,1982-07-12 00:00:00+00:00,25.0465,16.6965,21.300665
Location2,1982-07-13 00:00:00+00:00,25.6965,17.4965,22.004831
Location2,1982-07-14 00:00:00+00:00,27.5465,17.4965,22.7715
Location2,1982-07-15 00:00:00+00:00,29.2965,18.0465,24.442337
Location2,1982-07-16 00:00:00+00:00,28.8465,20.0965,23.71733
Location2,1982-07-17 00:00:00+00:00,21.1965,16.8965,19.690248
Location2,1982-07-18 00:00:00+00:00,21.7465,14.5965,18.456919
Location2,1982-07-19 00:00:00+00:00,22.3465,14.3965,18.600668
Location2,1982-07-20 00:00:00+00:00,25.2965,15.1965,21.069418
Location2,1982-07-21 00:00:00+00:00,26.7465,17.4465,22.4465
Location2,1982-07-22 00:00:00+00:00,23.4965,17.1965,19.97775
Location2,1982-07-23 00:00:00+00:00,24.0465,15.0965,20.10275
Location2,1982-07-24 00:00:00+00:00,25.8465,16.0965,21.713165
Location2,1982-07-25 00:00:00+00:00,25.5965,18.6965,22.081917
Location2,1982-07-26 00:00:00+00:00,20.9965,15.6465,18.142332
Location2,1982-07-27 00:00:00+00:00,21.7465,14.3465,17.619417
Location2,1982-07-28 00:00:00+00:00,23.2465,13.2465,18.925665
Location2,1982-07-29 00:00:00+00:00,25.8465,14.3965,20.379831
Location2,1982-07-30 00:00:00+00:00,25.7965,14.5465,20.567335
Location2,1982-07-31 00:00:00+00:00,27.8465,16.2465,22.602747
Location2,1982-08-01 00:00:00+00:00,27.8965,17.5465,23.119415
Location2,1982-08-02 00:00:00+00:00,27.5965,18.0965,23.113167
Location2,1982-08-03 00:00:00+00:00,29.3465,18.3965,24.275665
Location2,1982-08-04 00:00:00+00:00,29.6965,20.6965,24.190248
Location2,1982-08-05 00:00:00+00:00,29.5465,18.7465,23.99025
Location2,1982-08-06 00:00:00+00:00,29.7965,18.9965,24.025663
Location2,1982-08-07 00:00:00+00:00,28.5965,17.6965,23.1965
Location2,1982-08-08 00:00:00+00:00,28.5965,17.8465,22.873587
Location2,1982-08-09 00:00:00+00:00,24.3965,17.7965,20.631918
Location2,1982-08-10 00:00:00+00:00,23.7965,16.8965,19.748583
Location2,1982-08-11 00:00:00+00:00,21.8965,14.2465,18.111084
Location2,1982-08-12 00:00:00+00:00,28.2965,13.8965,21.917336
Location2,1982-08-13 00:00:00+00:00,23.7965,18.0465,21.165253
Location2,1982-08-14 00:00:00+00:00,20.7965,14.9965,18.161081
Location2,1982-08-15 00:00:00+00:00,25.5965,12.0965,19.817331
Location2,1982-08-16 00:00:00+00:00,23.4465,15.6465,19.342335
Location2,1982-08-17 00:00:00+00:00,22.2465,15.7465,18.900667
Location2,1982-08-18 00:00:00+00:00,24.7465,15.0965,19.488169
Location2,1982-08-19 00:00:00+00:00,21.2465,14.7465,18.70483
Location2,1982-08-20 00:00:00+00:00,19.5465,13.7965,16.748583
Location2,1982-08-21 00:00:00+00:00,18.6465,11.7465,15.277751
Location2,1982-08-22 00:00:00+00:00,19.3465,12.7465,16.171501
Location2,1982-08-23 00:00:00+00:00,22.6965,13.8965,18.267332
Location2,1982-08-24 00:00:00+00:00,20.4465,14.5965,17.190248
Location2,1982-08-25 00:00:00+00:00,18.7965,14.3965,15.975667
Location2,1982-08-26 00:00:00+00:00,25.2965,13.5965,19.467333
Location2,1982-08-27 00:00:00+00:00,22.0465,15.1465,18.8215
Location2,1982-08-28 00:00:00+00:00,20.7965,11.9965,16.7715
Location2,1982-08-29 00:00:00+00:00,21.0965,11.6465,16.84025
Location2,1982-08-30 00:00:00+00:00,23.1965,13.1465,18.67775
Location2,1982-08-31 00:00:00+00:00,23.1965,16.4965,19.158998
Location2,1983-06-01 00:00:00+00:00,26.5465,11.5465,19.392334
Location2,1983-06-02 00:00:00+00:00,22.0965,14.8965,18.519415
Location2,1983-06-03 00:00:00+00:00,21.0465,12.8465,17.17983
Location2,1983-06-04 00:00:00+00:00,24.2965,12.4965,19.277752
Location2,1983-06-05 00:00:00+00:00,18.4465,12.6465,16.144417
Location2,1983-06-06 00:00:00+00:00,14.5965,8.6465,12.181915
Location2,1983-06-07 00:00:00+00:00,18.0465,6.4965,12.933999
Location2,1983-06-08 00:00:00+00:00,24.1965,9.7965,17.5715
Location2,1983-06-09 00:00:00+00:00,23.2465,13.1465,18.59025
Location2,1983-06-10 00:00:00+00:00,18.6965,14.2465,16.49858
Location2,1983-06-11 00:00:00+00:00,19.5465,11.6465,15.919415
Location2,1983-06-12 00:00:00+00:00,22.7965,11.4465,18.329834
Location2,1983-06-13 00:00:00+00:00,19.1465,14.9465,17.248583
Location2,1983-06-14 00:00:00+00:00,16.2965,13.2965,15.186084
Location2,1983-06-15 00:00:00+00:00,16.1965,10.4965,13.152748
Location2,1983-06-16 00:00:00+00:00,15.4465,9.1965,12.046501
Location2,1983-06-17 00:00:00+00:00,13.5465,7.8964996,10.829833
Location2,1983-06-18 00:00:00+00:00,17.6465,8.1465,13.304833
Location2,1983-06-19 00:00:00+00:00,20.9465,9.6465,15.748584
Location2,1983-06-20 00:00:00+00:00,23.5965,10.5965,17.613165
Location2,1983-06-21 00:00:00+00:00,25.9465,13.7465,20.20275
Location2,1983-06-22 00:00:00+00:00,22.5465,13.4965,17.831917
Location2,1983-06-23 00:00:00+00:00,23.5965,11.9465,18.175669
Location2,1983-06-24 00:00:00+00:00,27.4965,11.5965,20.77358
Location2,1983-06-25 00:00:00+00:00,23.5465,15.6465,19.881918
Location2,1983-06-26 00:00:00+00:00,23.9465,12.6965,19.238169
Location2,1983-06-27 00:00:00+00:00,21.9965,14.0965,17.786083
Location2,1983-06-28 00:00:00+00:00,16.4965,11.5465,14.125667
Location2,1983-06-29 00:00:00+00:00,17.2965,10.1465,13.8215
Location2,1983-06-30 00:00:00+00:00,22.2465,13.1465,18.048582
Location2,1983-07-01 00:00:00+00:00,20.3465,13.6465,16.973581
Location2,1983-07-02 00:00:00+00:00,19.7965,11.6465,16.190248
Location2,1983-07-03 00:00:00+00:00,23.0965,13.0965,18.852749
Location2,1983-07-04 00:00:00+00:00,23.7965,14.1465,18.950666
Location2,1983-07-05 00:00:00+00:00,24.8465,13.1965,19.594418
Location2,1983-07-06 00:00:00+00:00,29.0965,16.3465,23.27983
Location2,1983-07-07 00:00:00+00:00,30.0465,19.7465,24.936083
Location2,1983-07-08 00:00:00+00:00,27.8465,18.4965,23.054834
Location2,1983-07-09 00:00:00+00:00,28.4465,15.796499,22.698586
Location2,1983-07-10 00:00:00+00:00,29.7965,17.8465,24.290253
Location2,1983-07-11 00:00:00+00:00,30.2965,19.0465,24.713165
Location2,1983-07-12 00:00:00+00:00,29.2965,18.9965,24.584
Location2,1983-07-13 00:00:00+00:00,25.0465,16.8965,21.240252
Location2,1983-07-14 00:00:00+00:00,23.2965,14.8465,18.71525
Location2,1983-07-15 00:00:00+00:00,26.2965,16.2465,21.261084
Location2,1983-07-16 00:00:00+00:00,26.3965,17.4465,21.923582
Location2,1983-07-17 00:00:00+00:00,27.7965,14.3965,21.906914
Location2,1983-07-18 00:00:00+00:00,30.6465,18.6965,25.071497
Location2,1983-07-19 00:00:00+00:00,24.9965,18.1965,21.129831
Location2,1983-07-20 00:00:00+00:00,17.7465,11.5965,14.936085
Location2,1983-07-21 00:00:00+00:00,16.8965,10.7965,14.002749
Location2,1983-07-22 00:00:00+00:00,23.5965,12.7965,18.234
Location2,1983-07-23 00:00:00+00:00,25.7465,14.7465,20.538168
